True Strain (unitless),True Stress (Pa)
0.01862546412316482,835938.4615384615
0.01872361399810251,843858.205128205
0.018821754240587667,854392.3076923076
0.01901800583576195,862400.0000000001
0.019116117192230143,862484.6153846155
0.01921421892380437,870410.7692307692
0.019312311032372884,870496.1538461539
0.019410393519823387,881038.9743589746
0.019508466388043013,881125.3846153849
0.01960652963891835,889056.4102564103
0.01970458327433543,889143.5897435897
0.01980262729617973,897076.923076923
0.019900661706336174,907627.435897436
0.019998686506689123,915564.1025641026
0.020096701699122397,915653.8461538462
0.020194707285519253,923592.8205128205
0.020292703267762394,923683.3333333333
0.02039068964773398,934241.5384615385
0.020488666427315602,934333.076923077
0.020586633608388312,942276.923076923
0.020684591192832603,950222.3076923076
0.02078253918252841,950315.3846153845
0.02088047757935513,960881.282051282
0.020978406385191814,960975.3846153849
0.02107632560191631,968925.6410256411
0.021174235231406567,976877.435897436
0.021370025736192545,977068.717948718
0.021467906615240975,987643.3333333335
0.021565777914560585,987740.0000000001
0.021663639636026355,995697.435897436
0.02176149178151271,995794.8717948719
0.021859334352893528,1003754.6153846154
0.021957167352042138,1014336.9230769231
0.022054990780831313,1014436.1538461539
0.02215280464113328,1022400.0
0.022250608934819723,1022500.0
0.022348403663761767,1030466.1538461538
0.022446188829829995,1041056.1538461539
0.022543964434894436,1049025.641025641
0.022641730480824573,1049128.205128205
0.02273948696948934,1057099.9999999998
0.022837233902757128,1057203.3333333333
0.02293497128249599,1067801.025641026
0.023032699110572784,1067905.384615385
0.023130417388854466,1075882.0512820513
0.023228126119207243,1083860.2564102565
0.023325825303496757,1083966.153846154
0.02342351494358811,1094571.5384615385
0.023618865598634027,1094785.3846153847
0.023618865598634027,1102661.5384615385
0.023716526617316065,1102769.2307692308
0.023814178099254887,1110754.6153846153
0.024009452460351854,1121477.1794871795
0.024107075343233104,1121586.6666666667
0.02420468869681736,1129576.923076923
0.024302292522964817,1137568.717948718
0.02439988682353512,1137679.7435897435
0.02449747160038737,1148301.5384615383
0.024595046855380134,1148413.5897435897
0.024692612590371414,1156410.2564102563
0.02479016880721869,1156523.0769230768
0.024887715507778883,1164522.051282051
0.0249852526939086,1164635.641025641
0.025082780367463243,1175266.153846154
